,key,translation
67689,hand-me-down,41368
67690,kizo,41993
67691,handballs,41372
67692,fucking-just-anglo,81421
67693,handcrafted,41373
67694,texas-lrish,107302
67695,handfishin,41374
67696,weaves,111495
67697,brighten,71287
67698,handover,41378
67699,subservience,105985
67700,ishould,86871
67701,handsomely,41380
67702,uncle.,62609
67703,hanged.,41382
67704,hanger,41383
67705,ratbag,99840
67706,hanker,41385
67707,kerstin,54405
67708,hanny,41386
67709,happy-go-lucky,41388
67710,harbouring,41391
67711,know—right,88543
67712,hard-edge,41392
67713,jerry's-looking,87343
67714,hardhearted,41393
67715,hardman,41395
67716,a-hunting,66291
67717,harnessed,41399
67718,rolanda,59385
67719,seemeth,43857
67720,chupakabra,73360
67721,harrar,41401
67722,hasa,41405
67723,mostrum,56463
67724,hatfields,41407
67725,hauteur,41408
67726,havens,41410
67727,haydn,41412
67728,haymarket,41413
67729,shasha,60207
67730,hayride,41414
67731,anti-cancer,67649
67732,hayseed,41415
67733,anti-smoking,46602
67734,haνe,41417
67735,head-butting,41420
67736,head-cases,41421
67737,headbands,41423
67738,headers,41425
67739,headin,41426
67740,hard-eyed,83946
67741,headscarf,41427
67742,heart-wrenching,41431
67743,barin,69149
67744,heartened,41433
67745,heche,41436
67746,hedgerows,41440
67747,hef,41441
67748,heft,41442
67749,cursethe,49585
67750,takesmr,106798
67751,hefting,41443
67752,túlbonyolítanak,109457
67753,voga,63051
67754,helge,41445
67755,feruque,51344
67756,onel,95609
67757,helgoland,41446
67758,imelda,53577
67759,org,57424
67760,catheters,72593
67761,helion,41447
67762,raisers,58866
67763,hell-lands,41449
67764,hellhappened,41451
67765,hellishly,41452
67766,russkie,59539
67767,hellyou,41455
67768,visors,45049
67769,helms,41456
67770,help.,41457
67771,montenegro,56394
67772,ramors,99723
67773,momy,92663
67774,heresies,41462
67775,hereto,41463
67776,heretofore,41464
67777,herhands,41465
67778,tensions,61725
67779,herin,41466
67780,hermano,41467
67781,orthopedist,95880
67782,hermaphrodites,41468
67783,aligning,67091
67784,hermolina,41469
67785,hew,41473
67786,prophecykicks,98878
67787,hewed,41474
67788,hird,53171
67789,heya,41475
67790,forget-me-nots,80817
67791,hezoun,41476
67792,oral-genital,57414
67793,longboat,90171
67794,he´s,41477
67795,hiatus,41478
67796,post-it,58356
67797,hickock,41480
67798,hidetora,41481
67799,high-energy,41482
67800,stupidity.,44370
67801,tarak,44503
67802,high-hat,41484
67803,coomba,74399
67804,high-low,41485
67805,high-quality,41487
67806,prisonto,98718
67807,high-schooler,41489
67808,faggiest,79430
67809,highest-scoring,41491
67810,highlights,41493
67811,overto,96225
67812,hijacker,41494
67813,sadler,59610
67814,hikers,41495
67815,polly-perfect,98074
67816,him-he,41499
67817,himand,41500
67818,monar,56346
67819,hinks,41504
67820,nutritional,94871
67821,hiro-matsu,41506
67822,badger-moles,68880
67823,hirsute,41508
67824,catwalks,48608
67825,hit-girl,41509
67826,hiya,41512
67827,hlt,41513
67828,three-dimensional,61918
67829,hnus,41516
67830,toxoid,108629
67831,tuvis,62447
67832,hoarded,41517
67833,oftankosic,57272
67834,holidaymakers,41523
67835,non-prostitute,94495
67836,holier,41524
67837,iasa,85894
67838,hollowed,41526
67839,holocron,41527
67840,holovid,41528
67841,longingly,55280
67842,no-pizza-free,56991
67843,wyzer,63641
67844,holtz,41529
67845,homais,41531
67846,home-grown,41532
67847,homeschooled,41533
67848,hominid,41535
67849,'roll,64865
67850,homosexually,41536
67851,cross-connection,75053
67852,hoodies,41541
67853,hot-glue,41566
67854,hooker-bot,41542
67855,hooliganism,41545
67856,hoopla,41546
67857,hooptie,41547
67858,hoosier,41548
67859,hoot.,41549
67860,fen-fen,79911
67861,hooted,41551
67862,balmacky,69000
67863,hoppy,41553
67864,xerox,63653
67865,horanzy,41554
67866,ron-binson,59396
67867,horibe,41557
67868,horniness,41559
67869,anyzhing,67772
67870,lightened,55133
67871,horse-ranch,41561
67872,horsepower,41562
67873,enslaver,78604
67874,horsewhipped,41563
67875,immensity,53584
67876,hospitalised,41565
67877,bordellos,70883
67878,hotrod,41567
67879,hotshots,41568
67880,hounding,41570
67881,schirra,101978
67882,aroundthe,68074
67883,houseboy,41573
67884,howler,41576
67885,hozy,41578
67886,twinkled,62471
67887,nugat,94798
67888,hs,41580
67889,hubcaps,41583
67890,huddling,41584
67891,hudsucker,41585
67892,red-and-white,100154
67893,hulks,41588
67894,hulohot,41589
67895,janas,53949
67896,shriven,103494
67897,sauerkraut,43783
67898,humanize,41593
67899,people—the,97054
67900,humanoids,41594
67901,hummers,41596
67902,giulia,82341
67903,humours,41598
67904,sideney,103615
67905,hungar,41601
67906,huntyou,41605
67907,phule,43168
67908,phonefrom,97349
67909,hups,41607
67910,hurrying,41609
67911,husked,41613
67912,boludito,70723
67913,hussa,41614
67914,hutten,41615
67915,hellooo,84449
67916,fartlett,79617
67917,hutu,41616
67918,jihadis,54066
67919,litsos,89916
67920,hyar,85714
67921,tumblers,44779
67922,hydroelectric,41618
67923,sorensen,104796
67924,flat-roofed,80419
67925,tomlin,62099
67926,hylighters,41621
67927,skew,60530
67928,hypersexual,41623
67929,hypnotism,41626
67930,hypochondriacs,41627
67931,hypospray,41629
67932,hypotension,41630
67933,hélène,41632
67934,i-if,41635
67935,i.r.s,41636
67936,aphorism,67799
67937,ica,41638
67938,look-alikewho,90199
67939,ices,41640
67940,ich,41641
67941,majesty.,90879
67942,ichor,41642
67943,iconic,41644
67944,'vagrants,65089
67945,psycho-paths,99013
67946,offee,57249
67947,level-8,89578
67948,after-dinner,66765
67949,idear,41646
67950,identifiable,41648
67951,rocket-creature,100950
67952,idid,41650
67953,idiota,41651
67954,ifthat,41652
67955,ruskie,101357
67956,igby,41654
67957,iguanas,41655
67958,raye,99893
67959,ikol,41657
67960,ilana,41658
67961,llona,90003
67962,ili,41660
67963,ez,51135
67964,ill-equipped,41661
67965,shapesyou,102935
67966,recitals,59026
67967,illustrate,41663
67968,ilpo,41665
67969,imitates,41667
67970,emtionaly,78490
67971,imlay,41668
67972,immaculately,41669
67973,physicality,97381
67974,immersion,41670
67975,immortalized,41674
67976,cigar-smoking,48903
67977,tabarnac,106707
67978,immovable,41675
67979,impartiality,41677
67980,impassively,41678
67981,uryutta,62775
67982,modernfor,92589
67983,impeded,41679
67984,baby-squirrel,68766
67985,imperialism,41681
67986,minos,56216
67987,sword-arm,106554
67988,implosion,41685
67989,preoccupy,98575
67990,hardcover,83968
67991,impound,41686
67992,cherry-picker,73022
67993,impoverishment,41688
67994,tilly,61990
67995,impresario,41689
67996,rodman,59373
67997,impressionistic,41691
67998,sowing,60834
67999,profiýt,98822
68000,byjack,71914
68001,impressively,41692
68002,hairhead,52674
68003,nadražaja,93584
68004,impromptu,41693
68005,improper,41694
68006,50-fuckin'-yard,66054
68007,in-flight,41696
68008,monkey-hogs,92722
68009,mayella,91502
68010,inaccurate,41697
68011,underoos,62640
68012,hugefucking,85558
68013,inadequacies,41698
68014,dung.,77845
68015,d-e-u-o-o-o-o-o-o-o-o-o-m-o-u-m-u-m,75432
68016,aifein,66884
68017,incessant,41704
68018,incisions,41706
68019,u-boat,44822
68020,incitement,41708
68021,loveyou,42269
68022,filthier,80107
68023,inclement,41709
68024,incomparably,41713
68025,osamema,95898
68026,inconsistencies,41714
68027,fat-laden,79683
68028,incorrectly,41715
68029,dick-,50055
68030,primero,58484
68031,incorruptible,41716
68032,incredulity,41717
68033,dinningovu,76663
68034,independently,41718
68035,indicative,41721
68036,indiscretions,41724
68037,individualist,41725
68038,indo-chinese,41726
68039,inexorable,41732
68040,infamy,41733
68041,ry'aca,101385
68042,inflammatory,41735
68043,seiner,102403
68044,influenza,41737
68045,informers,41738
68046,infrequently,41739
68047,likin,89802
68048,ingen,41741
68049,ingrosso,41742
68050,inhospitable,41744
68051,ninchursag,94213
68052,gin-swilling,82265
68053,innovations,41747
68054,juxtaposition,41926
68055,î,63985
68056,insanities,41750
68057,weakes-wenton,111465
68058,insensate,41751
68059,insensible,41752
68060,statten,105420
68061,kiznowa,88377
68062,inspirational,41756
68063,instantaneous,41758
68064,institutionalised,41759
68065,yor,45282
68066,hoffenfeffer,53214
68067,integral,41760
68068,luminol,55405
68069,intelligentsia,41761
68070,ogh,95313
68071,inter,41762
68072,hayleigh,84162
68073,inter-species,41763
68074,interact,41764
68075,perrace,97168
68076,interment,41766
68077,trickiest,62304
68078,interpersonal,41768
68079,harshness,84030
68080,interposed,41769
68081,interrogator,41770
68082,wordabout,112449
68083,intoned,41772
68084,introvert,41778
68085,invaluable,41780
68086,invective,41781
68087,ﬁrst,113965
68088,lipes,89873
68089,inversion,41782
68090,invoked,41786
68091,iphones,41790
68092,ippolit,41791
68093,iquitos,41792
68094,dada,49655
68095,stoicism,44326
68096,irate,41793
68097,irk,41795
68098,machine-powered,55503
68099,ironheart,41797
68100,irredeemable,41799
68101,isil,41803
68102,906-967,46021
68103,isjust,41804
68104,sotts,104827
68105,isthe,41807
68106,there'sfucking,107593
68107,lies.,55120
68108,it-and,41808
68109,ithaca,41811
68110,itso,41812
68111,robokillers,100929
68112,getcaught,82147
68113,itsound,41813
68114,its,41814
68115,ivanovic,41815
68116,ivanovich,41816
68117,ive,41818
68118,decrucify,75934
68119,iťs,41820
68120,letcha,89549
68121,j.a,41823
68122,discolored,76754
68123,jackassery,41827
68124,jacker,41828
68125,jafane,41833
68126,jaikant,41837
68127,torsos,62157
68128,under-attractive,109737
68129,jail.,41838
68130,jame,41842
68131,sysel,106636
68132,sojka,104619
68133,janklow,41845
68134,jann,41846
68135,janne,41847
68136,prevails,43335
68137,jarett,41848
68138,–feck,113719
68139,jarid,41849
68140,jas,41850
68141,at34342nd,68386
68142,coif,49083
68143,patriarchs,96789
68144,jaundice,41851
68145,pre-tossed,98502
68146,javert,41855
68147,jawbreaker,41856
68148,danceof,75587
68149,jean-yves,41860
68150,scolex,59889
68151,jek,41863
68152,jelena,41864
68153,leung,55062
68154,sha'ik,60142
68155,jena,41866
68156,jens,41867
68157,liopleurodon,55177
68158,jerkily,41869
68159,jerko,41870
68160,as-sorted,68155
68161,jerkoffs,41871
68162,pixar,58140
68163,ladyfingers,42084
68164,strawberry-blonde,105736
68165,jeter,41873
68166,veteral,62958
68167,jib,41877
68168,bensonhurst,47420
68169,high-caliber,53117
68170,jigaboo,41879
68171,immolate,86170
68172,jihan,41881
68173,séy,106648
68174,jina,41883
68175,joder,41888
68176,jogger,41890
68177,johnsons,41894
68178,jointly,41895
68179,jerk-eye,87325
68180,cragen,49423
68181,joon,41896
68182,backend,47051
68183,joplin,41897
68184,jorath,41898
68185,wish-a-nigga-woulds,112225
68186,jotunheim,41902
68187,jovially,41904
68188,hooser,53286
68189,jsi,41906
68190,jubilant,41908
68191,unrecognisable,62713
68192,a.i,66331
68193,jubilee,41909
68194,thins,107773
68195,it'ss,86930
68196,judiciously,41911
68197,swooning,61439
68198,juicer,41913
68199,juju,41915
68200,juncture,41918
68201,junked,41919
68202,juries,41922
68203,frescobaldi,51719
68204,geishas,82012
68205,justifiably,41923
68206,clantons,48955
68207,justifications,41924
68208,pleather,43237
68209,terrorists.,107267
68210,juvee,41925
68211,k-mart,41928
68212,resequence,59194
68213,connive,49211
68214,scagola,101893
68215,kahus,41929
68216,kaludis,41932
68217,kamp,41936
68218,sterilized.,44308
68219,kan,41937
68220,cankered,72208
68221,kana,41938
68222,gigolos,82249
68223,alkesh,67100
68224,kandrys,41939
68225,kanima,41940
68226,insect-ridden,53722
68227,once-in-a-lifetime,95518
68228,aim-isha,66897
68229,karnstein,41944
68230,backstroke,68836
68231,kars,41946
68232,a-working,66321
68233,disintegrated,50182
68234,kati,41949
68235,pekels,57868
68236,katina,41950
68237,kbbl,41951
68238,rending,43577
68239,curran,49582
68240,chasi,72914
68241,kecy,41954
68242,keedair,41955
68243,shenanigary,103066
68244,keester,41958
68245,kehrl,41959
68246,tiper,108204
68247,kell,41961
68248,psycholine,99029
68249,hoodie-an,85226
68250,kenia,41963
68251,kettlemans,41965
68252,khuv,41966
68253,swooned,106547
68254,kiall,41967
68255,kidem,41969
68256,kikes,41972
68257,kill-crazy,41973
68258,killa,41974
68259,bavarians,47270
68260,kameloti,87860
68261,kilrain,41976
68262,trolde,108962
68263,kinfolk,41978
68264,king.,41979
68265,kinsey,41983
68266,kinsmen,41984
68267,nae,56700
68268,andaman,67432
68269,kirkut,41987
68270,kirsch,41988
68271,backin,68819
68272,barthelmy,47206
68273,nutteccio,94881
68274,kissers,41990
68275,raketo,99698
68276,kiwi,41991
68277,overlong,57571
68278,klatch,41994
68279,kibird,88157
68280,pleural,43242
68281,klaun,41995
68282,klauncher,41996
68283,congee,49200
68284,kneecapping,42004
68285,knifey,42006
68286,knifing,42007
68287,ellina,78385
68288,knighthood,42009
68289,knightsbridge,42010
68290,knob-ring,42011
68291,individuals.,86392
68292,cowlike,74763
68293,knock-off,42013
68294,uvreck,110367
68295,knockoffs,42015
68296,koalas,42017
68297,clearheaded,73549
68298,tracheal,62200
68299,de-stress,75753
68300,kocoure,42019
68301,varja,110576
68302,kohlrabi,42020
68303,apollonian,67815
68304,kok,42021
68305,l-o-o-n,88918
68306,konev,42023
68307,pagonging,96376
68308,kor-an,42024
68309,near-empty,93794
68310,koris,42025
68311,kossil,42026
68312,kostya,42027
68313,money-printing,92686
68314,koudelka,42028
68315,kovic,42031
68316,coped,49289
68317,kozlowski,42033
68318,carlozenges,72414
68319,krakow,42034
68320,krilenk,42041
68321,congratu-fucking-lations,74229
68322,gril,52456
68323,krishna,42043
68324,anti-bitch,67647
68325,krunch,42047
68326,ksindle,42048
68327,3700,45901
68328,ten-pounders,107186
68329,soft-pedaled,104587
68330,nazism,56807
68331,ku,42049
68332,kudláček,42052
68333,kudos,42053
68334,kui,42054
68335,mornie,92887
68336,kumquat,42056
68337,kurrelgyr,42061
68338,kyrgyz,42065
68339,körper,42066
68340,l.d,42067
68341,asmall,68214
68342,laban,42069
68343,labelling,42070
68344,laboured,42071
68345,lacerating,42072
68346,lachrymose,42074
68347,lacing,42076
68348,vargus,110568
68349,lactatin,42079
68350,ascendent,68169
68351,lactose-restricted,42080
68352,tib,61961
68353,glittery,82411
68354,lada,42081
68355,ladders,42082
68356,'jay,64534
68357,nymphomania,94906
68358,ladyboys,42083
68359,pesto,57961
68360,lairs,42086
68361,lait,42087
68362,solarium,60734
68363,superstable,106298
68364,decirte,75908
68365,lake-men,42088
68366,lamebrain,42092
68367,60-year-long,66100
68368,lamut,42094
68369,bellpull,69690
68370,lancing,42095
68371,lancre,42096
68372,maniakken,91122
68373,landlords,42097
68374,companieros,74062
68375,languid,42102
68376,languidly,42103
68377,lab.,54786
68378,secreted,43851
68379,donning,50312
68380,languishing,42104
68381,lapdogs,42105
68382,squashy,44260
68383,larder,42109
68384,lasso,42112
68385,eyeworms,79309
68386,'set,64912
68387,late-term,42113
68388,lateness,42115
68389,latinas,42117
68390,soldano,60735
68391,areidiotically,67964
68392,latins,42118
68393,latitude,42119
68394,thompso,107848
68395,munich.,93287
68396,lau,42120
68397,laud,42121
68398,chidic,73109
68399,lavin,42124
68400,lawfully,42125
68401,leafed,42128
68402,wheelbarrows,111809
68403,organisations,95808
68404,leandro,42129
68405,trie,108900
68406,coupla,74694
68407,mnemonic,42576
68408,learn.,42130
68409,leasing,42133
68410,leave.,42134
68411,phen-phen,57990
68412,hellout,53007
68413,leavers,42135
68414,lege,42146
68415,legged,42147
68416,legislatures,42149
68417,leng,42155
68418,lentulus,42157
68419,leso,42158
68420,rapturous,43481
68421,enterprise—would,78617
68422,let´s,42160
68423,levelled,42162
68424,biosurogat,47585
68425,levitate,42163
68426,levitating,42164
68427,lexe,42165
68428,lez,42167
68429,lhel,42169
68430,109,45723
68431,shukerberg,103523
68432,libarley,42170
68433,libres,42171
68434,foulmouth,51653
68435,lick'im,42173
68436,duverger,50586
68437,stupid-assed,105877
68438,liddil,42174
68439,ourshas,96000
68440,hyperosmolar,85760
68441,liest,42179
68442,'crookshanks,64235
68443,ringsword,100825
68444,lifeand,42184
68445,sabor,59589
68446,lifes,42186
68447,lightsin,42189
68448,janda,53950
68449,liječnika,42190
68450,likethe,42191
68451,lilliputian,42194
68452,lindenthal,42198
68453,linens,42199
68454,nooseand,94587
68455,carnassial,72422
68456,ling-ling,42200
68457,liquefy,42203
68458,baits,47089
68459,liquefying,42204
68460,liqueurs,42205
68461,lisi,42206
68462,listing,42207
68463,little.,42209
68464,halberstam,52687
68465,lit­tle,42210
68466,bell…,69706
68467,lnfected,42214
68468,packhouse,96344
68469,lnside,42215
68470,h.i.v,52633
68471,lnto,42218
68472,chinguen,48826
68473,w-e-r-c-s,111062
68474,loath,42220
68475,ín,113617
68476,evolves,51029
68477,lobbed,42221
68478,'should,45541
68479,french-kiss,81147
68480,lobbyists,42222
68481,human­-intelligence,85595
68482,loc,42224
68483,manella,55653
68484,gulgothir,52558
68485,lociko,42225
68486,500-ryo,66060
68487,locoed,42227
68488,bombs-,70736
68489,locus,42228
68490,old-lady,57302
68491,lode,42229
68492,now-and,94744
68493,terminating,61735
68494,amounting,67353
68495,lodgers,42231
68496,ballet-flat-wearing,47110
68497,sang-froid,101707
68498,lodging,42232
68499,´´´,113559
68500,lodi,42233
68501,pegger,57864
68502,shar-pei,102938
68503,imax,53573
68504,lohmann,42234
68505,lojack,42235
68506,defraudante,76012
68507,lonelyloser.com,42236
68508,pulmonary,43392
68509,long-standing,42238
68510,long.,42239
68511,longeverne,42240
68512,longitude,42241
68513,woodchucks,112403
68514,longson,42242
68515,longsons,42243
68516,vacations,62820
68517,look-out,42247
68518,hell-jax-to-men,52997
68519,lookers,42249
68520,whitehouse,63381
68521,looky,42250
